CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
2946,42,M,3,Post-Graduate,Married,$40K - $60K,Blue,32,3,2,0,6182.3898999459125,2287,8899.098959961184,0.9869759787291708,2519,46,1.7081373527545995,0.28617262020131873,Existing Customer
2947,19,F,5,Uneducated,Single,$40K - $60K,Blue,34,2,2,1,23605.504012776928,476,2823.064296423131,2.263811463868093,1233,28,2.9207960010163263,0.48996365065932956,Existing Customer
2948,28,F,3,Graduate,Married,$60K - $80K,Blue,36,2,0,5,8274.616495991086,1519,23937.488447862404,0.042651814401749366,17083,89,3.9907371728165706,0.6135495038112321,Attrited Customer
2949,67,F,1,Graduate,Single,$80K - $120K,Blue,26,3,4,4,14826.691832162269,1274,19093.597084223948,3.905895367872177,13972,63,0.15280481472884766,0.2027606815213575,Attrited Customer
2950,48,M,3,College,Divorced,$40K - $60K,Blue,48,1,3,4,1172.3179297221914,2158,18125.899706808123,3.7719461307028257,10669,61,1.77520563525586,0.3370670130032192,Existing Customer
2951,32,F,4,College,Married,$80K - $120K,Blue,25,1,3,0,34623.118717971396,2046,17940.745148610677,3.1604592064656707,4908,130,0.07734411381289341,0.5988904843466416,Existing Customer
2952,26,F,2,Graduate,Married,$60K - $80K,Blue,13,3,6,0,26639.193602623785,2010,21577.341485870274,0.2137442766590132,7049,109,2.5992853357523535,0.5513432883426759,Existing Customer
2953,40,F,5,Graduate,Married,$40K - $60K,Blue,39,2,1,2,6589.734630497126,2850,6852.166895791475,0.2995081473233361,1822,138,0.6647110234612059,0.43987295846501095,Attrited Customer
2954,36,F,4,Post-Graduate,Married,$60K - $80K,Blue,25,6,5,3,16087.55236132763,2597,12202.518606073543,2.5930926279860738,10499,43,3.7611457966690116,0.22956056592114038,Attrited Customer
2955,26,F,3,High School,Single,$60K - $80K,Blue,47,4,5,6,17940.387497035023,2264,6645.480013548334,3.199198262058876,12109,40,3.49968509615589,0.5373321469843142,Attrited Customer
2956,52,M,3,Post-Graduate,Single,Less than $40K,Blue,20,1,1,1,8683.175905027187,1646,2134.1661588185325,0.2163846835124481,3099,44,2.614287077246036,0.3706320187363601,Existing Customer
2957,38,F,2,Post-Graduate,Married,$40K - $60K,Blue,30,6,0,0,3888.6107839318256,2151,27200.814779800014,2.254623330582977,9228,118,0.6445628558087368,0.20704890844222124,Existing Customer
2958,26,F,3,High School,Married,$120K +,Blue,46,6,3,3,20361.934854193038,1708,1398.9232363121762,2.796364812948205,7512,132,1.3793693129435725,0.30164997294019724,Existing Customer
2959,45,M,2,College,Married,$60K - $80K,Silver,18,6,5,0,29393.92410727448,1586,1382.7671709121448,0.65441975496908,9640,27,3.9203156881828947,0.23746129156848805,Attrited Customer
2960,63,F,5,College,Married,$40K - $60K,Blue,39,3,1,0,20441.623955427167,2574,9660.50220861642,0.7023586023164312,16293,79,1.262889545840101,0.3789462678647818,Existing Customer
2961,68,F,1,College,Single,$40K - $60K,Blue,30,5,3,2,22446.217137276624,1850,9563.148639888048,3.7254537851247935,18726,52,3.9735829357584014,0.963776540332078,Existing Customer
2962,24,M,2,Graduate,Married,Less than $40K,Blue,21,3,6,5,21085.776941938027,1601,1191.4013685345537,1.6041015942529446,11344,84,3.2928541110675535,0.9365571522627659,Attrited Customer
2963,33,F,2,Graduate,Single,$40K - $60K,Blue,27,2,2,5,16519.282268427065,1918,23021.06070224174,1.0981652204349324,11703,44,2.1269016597072428,0.6620193142985651,Attrited Customer
2964,33,M,4,Uneducated,Single,Less than $40K,Blue,35,3,4,5,6008.08527850518,1773,3520.5390531743365,0.1822933669818032,2137,104,3.4038253844435715,0.7469894163604511,Attrited Customer
2965,50,F,3,Graduate,Married,Less than $40K,Blue,15,1,2,4,7880.498903746615,2934,2652.3526573240274,0.14758139361791223,5724,103,3.895130036796823,0.3931304517452049,Existing Customer
2966,21,M,5,Graduate,Single,$40K - $60K,Blue,21,1,1,3,12143.760279907117,1403,2620.4937060484644,1.0326965983420409,14567,58,1.1571044198324665,0.7748691464401719,Existing Customer
2967,21,M,1,Graduate,Divorced,$60K - $80K,Blue,34,6,1,2,10999.806036429009,1175,19329.518427101142,2.4798759435544606,11081,76,0.46712353714377697,0.8484865738857336,Existing Customer
2968,56,F,0,Post-Graduate,Married,Less than $40K,Blue,35,3,0,4,18734.234589533055,2948,5076.53980870477,2.4205337851538817,11060,96,0.33059977582966793,0.798856616784278,Existing Customer
2969,57,M,2,High School,Married,Less than $40K,Blue,32,6,4,0,15307.638142890853,1313,17353.061673948472,0.9019384227026008,12646,19,2.4396274510086364,0.19428282183254808,Attrited Customer
2970,34,M,0,Graduate,Married,Less than $40K,Blue,19,4,5,6,22654.043860690006,1131,6027.35580799862,2.970345213142009,12027,41,1.3014671301308272,0.8211117586923337,Attrited Customer
2971,54,F,3,High School,Single,$40K - $60K,Blue,29,3,6,5,29571.271576269646,45,25096.189116267615,1.8447428031492805,16373,137,1.5378543465977952,0.8132987637313286,Existing Customer
2972,56,F,2,Post-Graduate,Married,Less than $40K,Blue,15,4,6,2,2669.7760485035633,2508,5611.826493740005,3.197468151064454,13841,66,0.6220818895660347,0.7135482826143837,Attrited Customer
2973,69,M,0,Uneducated,Divorced,$40K - $60K,Blue,19,1,4,4,16721.80234712035,1039,12894.083632073221,3.697491417594506,12063,84,0.34263541790571983,0.8447936959126525,Existing Customer
2974,46,F,4,High School,Single,$40K - $60K,Blue,25,5,3,4,8331.985819608888,1045,16572.534579996063,0.9493229839885711,9140,38,1.2784881632440346,0.8418197924430468,Existing Customer
2975,69,M,0,College,Divorced,$40K - $60K,Gold,53,4,0,6,31947.675118308667,214,26405.814749279314,1.793272521716327,2713,76,0.6987873890086469,0.5763077893762546,Attrited Customer
2976,53,M,4,High School,Married,$80K - $120K,Silver,53,3,4,6,19511.312648197636,2847,6453.34794350922,0.21275933747875353,13436,33,0.26786394987626005,0.675551441829213,Attrited Customer
2977,55,F,1,Uneducated,Single,$40K - $60K,Blue,35,2,1,2,31062.353008643775,2507,18613.862287521395,3.05075659183676,5878,24,0.15631242739471496,0.3468557292145006,Attrited Customer
2978,56,F,3,Post-Graduate,Married,Less than $40K,Gold,49,2,2,1,23791.152901321504,168,935.4731701198626,1.2903216344313675,18532,92,0.23651253025813945,0.11445374484631388,Existing Customer
2979,67,M,5,Post-Graduate,Married,$40K - $60K,Blue,16,3,2,5,5599.007242887876,533,23259.338576923263,2.6048552545002663,14814,120,2.881093926131442,0.5364139664647275,Existing Customer
2980,54,F,0,High School,Divorced,$120K +,Blue,21,1,6,6,29790.506018468895,820,15813.053828090118,1.5245985821859422,15744,37,2.4430740560148836,0.5225743551069144,Attrited Customer
2981,69,F,2,College,Married,$120K +,Blue,18,1,5,2,11793.187119204224,2966,28351.51634235351,0.5701869097628647,16346,117,2.770403413178475,0.7958202890921616,Attrited Customer
2982,52,M,3,College,Divorced,$40K - $60K,Blue,54,1,4,0,26280.925608139423,1954,23261.24087163156,0.02823841686943318,11966,79,3.264503793146386,0.19122290252587193,Attrited Customer
2983,24,M,0,Uneducated,Married,Less than $40K,Blue,30,3,2,6,18287.856382536553,2136,12023.906904479765,2.5614307017195896,7745,128,2.4871343173834535,0.8493766042322195,Existing Customer
2984,44,M,2,Graduate,Divorced,$40K - $60K,Blue,47,2,1,1,25826.75419480361,2804,12473.466934197157,3.7373487564631005,17599,138,1.9170449680665609,0.7909975239293571,Attrited Customer
2985,45,M,2,High School,Single,$40K - $60K,Blue,35,5,6,6,18937.022877619085,238,194.72090172526714,3.6141859256079356,11825,10,3.268427950257733,0.7280374432917536,Attrited Customer
2986,39,M,5,Uneducated,Single,$40K - $60K,Blue,43,2,3,6,32550.322697612213,2986,25142.36249630446,3.7621656646835544,18842,111,2.5043539434301567,0.18308310010748785,Existing Customer
2987,31,M,5,Graduate,Married,$40K - $60K,Blue,32,1,1,2,18344.22417898839,1853,24162.302623302352,2.75232788775552,11516,37,2.801025188110197,0.32065046606520564,Existing Customer
2988,24,F,2,Post-Graduate,Married,Less than $40K,Blue,19,3,6,4,3063.9694532968397,2092,17056.58477191029,1.7166204862577925,624,11,1.7318027828117897,0.41853803668436873,Attrited Customer
2989,54,M,5,Graduate,Single,Less than $40K,Blue,24,3,4,5,16375.835622974711,764,11262.727761182732,2.1056999229118016,4487,58,1.8005697746079377,0.00042251304341545115,Existing Customer
2990,39,F,2,Post-Graduate,Single,$60K - $80K,Blue,49,5,6,3,33893.65179186868,93,24148.033506788404,2.904909984719518,17877,78,1.7896905841861153,0.19970767524607935,Attrited Customer
2991,22,F,0,High School,Married,$80K - $120K,Blue,16,2,5,2,27846.38029171876,1464,18308.086535496826,1.1950275710642049,16304,125,1.1439350118242277,0.6638369177419969,Existing Customer
2992,72,M,1,High School,Married,Less than $40K,Blue,24,1,6,4,22472.5191088471,733,5694.950954960926,0.7662963541315273,5463,71,2.471969145850972,0.5750491072959095,Attrited Customer
2993,19,F,5,High School,Married,$60K - $80K,Gold,27,5,1,2,6144.254217563223,194,7269.082399206303,0.2714476170468365,10462,121,1.7601872743632367,0.9460394132642811,Existing Customer
2994,44,M,4,High School,Married,$40K - $60K,Blue,14,1,1,5,7227.362881390253,759,18170.190688116807,1.9068076541810615,9608,101,0.18940487380839777,0.1695385676677581,Existing Customer
2995,38,F,4,Graduate,Married,$40K - $60K,Blue,23,2,2,0,25559.94488684012,511,20341.80495234204,0.36634222423076634,18646,135,2.7988114002204854,0.5174850688450583,Attrited Customer
2996,71,M,4,Post-Graduate,Single,$80K - $120K,Blue,45,5,5,0,25842.469115273645,438,3398.3381762804474,1.8410368381687419,5810,119,2.012666143871584,0.019970213673640047,Attrited Customer
2997,55,M,1,Uneducated,Married,$40K - $60K,Blue,26,1,3,4,13693.926765902404,670,25190.924636747015,3.251255811711992,14421,95,0.7578563681376611,0.5821791011467495,Existing Customer
2998,32,M,2,Uneducated,Married,$60K - $80K,Blue,39,4,5,5,34813.58584749677,1461,15102.177999982645,0.6120924391491567,15077,138,0.22821692768937885,0.10539228379840604,Existing Customer
2999,38,M,2,Post-Graduate,Divorced,$40K - $60K,Silver,16,3,0,6,24509.69305248217,1955,5995.735847164005,0.4822209670991393,14820,106,0.7663876741036595,0.08913664466784621,Existing Customer
3000,27,F,3,Graduate,Married,Less than $40K,Blue,50,2,4,4,31412.734895485704,1698,16963.779403444263,0.9817283219635238,11163,118,2.0424263630743913,0.4399743055595864,Attrited Customer
3001,40,F,4,Graduate,Single,$60K - $80K,Blue,52,3,4,1,2574.705166987371,525,26288.52985648443,0.3330081229084314,6793,138,0.26038068109620083,0.337237529527305,Attrited Customer
3002,56,F,4,Graduate,Single,$40K - $60K,Blue,32,1,1,0,22201.596281063838,398,1653.1277339357164,1.4581596676197979,12407,64,2.463494337748323,0.45145856507137105,Existing Customer
3003,22,F,2,Post-Graduate,Single,Less than $40K,Blue,14,5,2,3,26484.108023664106,1750,6629.543771954104,2.4353908529178714,18051,112,1.0871773862116347,0.02798646056331766,Existing Customer
3004,18,F,4,High School,Single,$60K - $80K,Blue,16,1,2,0,28109.7970642921,2737,16897.00831143756,1.8884145190423833,3754,22,3.8596660091744317,0.07496004184201432,Existing Customer
3005,30,M,2,High School,Single,Less than $40K,Blue,36,6,4,0,23861.70084997305,535,55.51038293802657,2.881294538898167,10831,32,3.1571903659038436,0.07196182072210688,Attrited Customer
3006,38,M,2,Uneducated,Married,Less than $40K,Blue,21,4,5,3,21601.474057951084,1776,5393.259500681985,0.4809965825603588,2761,105,0.444866313637426,0.12880550087194131,Existing Customer
3007,43,M,5,College,Single,$60K - $80K,Blue,31,4,0,5,26368.236354890414,1449,7101.644806744599,1.3612464251137464,14400,116,2.8547144985679074,0.43138262231175517,Existing Customer
3008,67,M,2,Uneducated,Single,Less than $40K,Blue,20,2,0,5,2310.0293934101487,944,26522.445478797297,1.6677904313280187,3269,133,3.325870188712558,0.4406601560559468,Attrited Customer
3009,62,M,0,Post-Graduate,Married,$60K - $80K,Blue,53,3,3,6,26545.444418609935,736,15726.246161501265,1.8387728790366475,13468,62,3.469876297587874,0.3238446589441569,Existing Customer
3010,38,F,0,Post-Graduate,Married,$80K - $120K,Blue,40,6,1,0,12206.445645321914,2374,18965.509552925258,0.2747691303844113,8576,16,2.1863437345030072,0.10497479907856411,Existing Customer
3011,70,M,0,Graduate,Single,Less than $40K,Blue,25,1,4,2,26875.04050928005,2021,92.14139237051499,0.25688394222682076,17387,112,3.4499283836929524,0.8600404411253328,Attrited Customer
3012,35,M,0,Post-Graduate,Single,$40K - $60K,Blue,20,6,5,2,27420.690188546967,2787,11601.998453689052,0.33784224225719406,4851,60,3.053825731238855,0.627799958751298,Existing Customer
3013,54,F,1,Post-Graduate,Married,$60K - $80K,Blue,26,4,0,0,10403.871342750112,1905,13415.311028303584,0.5614849192538043,6876,59,2.2648483972119013,0.6309111687177709,Existing Customer
3014,62,F,3,Graduate,Divorced,$40K - $60K,Blue,22,5,6,0,25316.039974415566,2440,25166.651556958735,0.0017440572287981126,1778,72,1.688592773130991,0.3113032317748816,Existing Customer
3015,49,M,3,Graduate,Single,$60K - $80K,Blue,32,1,0,3,12183.650300945403,481,5839.920336718082,1.207620478962005,1464,115,0.008363062166297563,0.892617785088716,Existing Customer
3016,53,M,2,Graduate,Divorced,$40K - $60K,Blue,13,2,2,6,25641.921365289865,1151,1958.049555718726,1.6454672964434978,892,137,2.4589681192946657,0.30511306738704624,Existing Customer
3017,34,F,4,Graduate,Divorced,Less than $40K,Blue,24,5,3,0,7455.399469068511,658,24745.312717633642,2.1948210221582065,11050,53,0.9797332062383535,0.6502504126686337,Existing Customer
3018,52,M,0,Doctorate,Married,Less than $40K,Blue,47,3,4,4,3640.838647243176,2271,6361.5850989088385,0.10941758488366293,17521,59,0.9102500436527383,0.9182987194282555,Existing Customer
3019,66,M,3,Graduate,Single,$60K - $80K,Blue,32,2,3,2,21000.067366808846,2929,20724.912264787,1.7800363555595706,1959,128,0.5702925618191643,0.9940752494334296,Existing Customer
3020,28,M,3,Graduate,Single,Less than $40K,Blue,24,3,0,0,7564.578722969957,1782,2746.15116415588,3.7521447471680167,16067,80,2.733767333529794,0.20544858765590635,Existing Customer
3021,38,F,0,Doctorate,Single,$80K - $120K,Blue,24,3,3,4,31417.975201159235,2580,20175.366020349382,3.0050512514641197,15174,132,2.7155241049438645,0.8682510676614296,Existing Customer
3022,69,M,1,Graduate,Single,$60K - $80K,Blue,51,4,6,5,6381.94067845383,1800,12697.617591982887,1.2845000704456355,12435,100,1.669083079359801,0.712779006385807,Attrited Customer
3023,72,M,1,Graduate,Married,Less than $40K,Blue,41,6,0,0,21639.840813879382,2108,27840.826115598178,2.1049543155993624,8127,43,1.8737627337901421,0.07261823447850946,Existing Customer
3024,70,F,3,Doctorate,Married,Less than $40K,Blue,15,3,5,1,24704.651142158473,2337,6012.588617571538,2.794435500498743,5211,109,3.041917634542766,0.17552887184390542,Attrited Customer
3025,43,F,1,Graduate,Married,$40K - $60K,Blue,19,5,2,4,1086.1197445785474,416,2013.941230460866,0.6179724638178588,15739,104,0.6144838880377543,0.5104305567083903,Existing Customer
3026,21,F,5,Post-Graduate,Single,$60K - $80K,Blue,35,5,5,2,30563.452606818722,2510,16005.739924379654,0.2885153886689591,6045,70,0.9194682062336468,0.509339324197342,Existing Customer
3027,51,M,0,High School,Single,$80K - $120K,Blue,25,5,1,2,25707.88796581077,2897,27528.2687569483,2.47564784004998,1308,128,3.7695977180757434,0.7851949580390284,Existing Customer
3028,69,F,3,High School,Married,Less than $40K,Blue,23,6,6,1,27163.643450511296,1594,6105.915777582667,2.9480783316608785,6167,66,3.9943462960890117,0.43304695081395217,Existing Customer
3029,65,M,0,Graduate,Single,Less than $40K,Blue,37,1,4,4,2914.5998128134866,2374,25045.7312692709,2.0568223167085224,13010,27,2.0493226967833293,0.7174902253995712,Attrited Customer
3030,35,F,1,Graduate,Single,$40K - $60K,Blue,32,6,1,5,12971.18683544069,2509,10181.018345116121,2.781743177658965,1286,21,1.8493821007315567,0.9953090551974993,Existing Customer
3031,57,M,0,College,Married,Less than $40K,Blue,39,4,3,4,22838.236882934227,1076,2970.311907756046,2.8760111913123887,1100,41,0.32946618395598826,0.9508123346053883,Existing Customer
3032,52,F,1,College,Married,$40K - $60K,Blue,18,6,0,3,8783.26909258269,2485,17694.5725250558,2.5763473988648875,1595,19,2.6864904231995776,0.5424582690588822,Existing Customer
3033,58,M,1,Doctorate,Married,$40K - $60K,Silver,18,4,1,0,29286.94975760184,1279,15658.263539857491,3.7466312911614357,8539,66,1.8733483716251116,0.7686260724705323,Existing Customer
3034,46,M,0,Graduate,Divorced,$40K - $60K,Blue,51,5,2,4,14881.738312558522,2643,25151.745214459057,2.1441747660261283,9775,108,2.1536109710475784,0.34199036652962855,Existing Customer
3035,69,F,1,College,Single,$40K - $60K,Blue,53,1,6,3,28236.946288002247,1377,3088.051115746395,0.22779499454046537,2420,89,3.7279606916410875,0.7817078108499456,Existing Customer
3036,46,F,5,Post-Graduate,Married,$40K - $60K,Blue,21,6,5,1,30788.83058615877,924,19357.520953758627,2.2606719539310367,15334,60,3.6820961621293313,0.6367916061237529,Existing Customer
3037,55,M,2,Graduate,Married,$40K - $60K,Blue,33,3,3,1,17166.91988696834,1158,18612.62282056069,2.5575560924921947,16800,135,3.670225688282063,0.4306233960316066,Existing Customer
3038,59,F,0,Post-Graduate,Single,$40K - $60K,Blue,30,3,3,1,8724.313374645177,234,29847.935688100588,1.3631381258975184,17733,104,0.3936738381591267,0.48284857432528516,Existing Customer
3039,38,M,2,High School,Single,$40K - $60K,Blue,13,3,6,3,13957.55407036669,45,9841.683370658642,1.891106686158329,12253,36,1.535036683739449,0.4497445116045965,Attrited Customer
3040,59,F,0,High School,Single,$40K - $60K,Blue,24,4,1,2,17979.646025490852,601,1337.8165911710248,3.081970909432884,9025,121,2.6558549240581875,0.6524181954552845,Existing Customer
3041,30,F,1,Post-Graduate,Married,Less than $40K,Blue,13,3,3,1,16479.976098518637,708,12336.759272041087,2.8753649821899536,18030,41,0.5522143383097533,0.7035507232871365,Existing Customer
3042,66,M,1,Uneducated,Married,Less than $40K,Blue,40,1,4,3,1158.8735786424572,1880,13932.997731552414,0.7104342112445412,13959,12,3.7613214766200485,0.48933437319992223,Existing Customer
3043,58,F,3,Graduate,Divorced,Less than $40K,Blue,36,1,1,3,3872.654835507646,605,11068.562170625868,0.9517854720842025,17699,86,2.3041239076785294,0.8619197283851017,Existing Customer
3044,34,F,5,Graduate,Married,Less than $40K,Blue,31,6,1,0,16512.84369507104,2209,18913.993729690697,2.282587335891849,13591,91,2.386465671818918,0.9463213024953356,Existing Customer
3045,26,M,3,College,Married,$40K - $60K,Blue,26,6,5,1,15853.697935582943,2538,7975.366691337696,1.5614659006098743,2037,14,0.5073698461672227,0.6765602431740332,Attrited Customer
3046,58,M,2,Uneducated,Single,Less than $40K,Blue,26,3,2,6,31261.471272151575,29,5494.244662471387,3.001959527265542,4802,14,0.07037127206569682,0.1908235831905858,Existing Customer
3047,18,F,1,Graduate,Divorced,$40K - $60K,Blue,38,4,6,6,10407.597414010566,1109,13583.05529043107,0.4051768661377486,15761,56,2.5730732195713815,0.17780919253426242,Existing Customer
